,Name,Date,Content
8858,在央,2024年03月30日 06:13  来自 月季花超话,室内 养   朱丽叶 果汁阳台这种灌木 季 还信，因为他们本身 超爱开，北方冬天室内 可以开，但 视频 面 大型藤本 季粉龙，且  通风 光照，单单粉龙需 低温春化这个条件，两广地区 很难实现呀，所以这个新闻   真  ？到底 遇到 养花高手，还 新闻
8859,冀明昊光排管厂家,2024年04月30日 13:33  来自 微博网页版,暖风机一般用用 哪些地方？暖风机，这一家庭及公共空间中常见 设备，以其便捷 高效 特点，为 们提供 源源 断 温暖 它 仅仅  简单 取暖工具，更  们 常生活中 可或缺 温暖守护者 一 家庭与住宅 温馨舒适 港湾暖风机 家庭和住宅中 应用，可以  最为普遍和
8868,幂峰与玺俊源,2024年04月29日 21:48  来自 OPPO R9s,作为 对豪华和舒适追求极致 中国老板， 对传祺M  体验只能用 词来形容 惊艳 😲这辆车 仅仅 一辆豪华MPV，更  移动  和休憩空间 💼🛋️坐进M  豪华座舱， 仿佛融入  尊贵 世界，高级真皮座椅和温暖舒适 氛围灯让 感受到宾至如归 待遇 👑💡
8869,bigxyxy-,2024年04月29日 14:08  来自 HUAWEI Mate 60 Pro,七个人，其中四个男 门外 没窗户 通风 每天  槟榔味  烟味救命
8870,希望神经病远离我,2024年04月29日 11:26  来自 Xiaomi 13,出门右转   开阔 连廊，双面通风，去那 抽烟会死吗
8871,小英俊,2024年04月29日 10:38  来自 iPhone客户端,个尬 ，早上到单位后  会开窗通风，刚坐下 没一会儿，闻到一股纸钱味，随口问 下同事“谁家死人 ”，同事姐姐指 指对面虚开 门 老板爷 小声 “x总 艾草”， 完 捂嘴笑，  sorry sorry  常闻这个东东，尬 地方 于，没过 分钟，发现老板爷 把门关上  sorry，请原谅
8877,嘿嘿哈哈227,2024年04月26日 16:35  来自 iPhone客户端,司  真 极度垃圾，到处 蟑螂  ，工位拥挤，无自然采光， 通风， 开空调闷热 透气，开空调  然冻死  然毫无制冷效果，一边热 汗流浃背，一边自己拿个小电扇吹得鼻涕乱流  打这个工真 折寿 少
8879,叽_叽_喳_喳,2024年04月26日 03:39  来自 一加11 行星发动机,.  开窗通风， 猜怎么 ，门咣当它自己反锁 ， 想 还好 有备用钥匙，又一想      屋 还好窗户打开钥匙 桌子上，  ，扫帚+筷子+保鲜膜 自己偷偷摸摸  室友  知道 情况下，把钥匙吊出来  .打拳回来路上碰到一群警察围一辆车，拍电影 吧 . 一直 理解王小
8880,再开一包小鱼干,2024年04月25日 22:30  来自 Xiaomi 12S Ultra,单位 空调从冬天坏到夏天，室外 度室内 度，有一种半中暑 恍惚发晕呼吸困难感 带 亖感下班以后去背阳大通风 教室上 一节书法课，又神清气爽回家  （老师 第一张已经临得很好， 舍得用红笔改，专门找 铅笔 这叫“鸡蛋 挑骨头”）（明天 去组织部开会，虽然好远 早起但至少
8882,挂科斯,2024年04月25日 19:03  来自 HUAWEI Mate 40 Pro,热好多天  通风， 想背氧气瓶去上班，终于听 明天 开空调 ，中午打饭感觉 昏倒，同事 想送 去医院， 个 快累死 ，没时间回消息，没时间看文件，以为 才周三，明天赶紧问问，还   赶火车
8884,kpmovingadwmub,2024年04月25日 15:59  来自 HUAWEI Mate 60 Pro,好烦躁，好烦躁 好热 天破公司怎么还 开空调 ， 真 没想到这么神经     多度 热死人，  装修又  通风 ，室温高好几度 怎么有人一直 搭理人  真  很敬业 ， 佩服， 学 来
8887,CulaccinoIIIV,2024年04月25日 09:07  来自 小熊牌盐汽水,同事感冒 ，很严重 样子，好想开窗通风
8889,Hermione-Five,2024年04月23日 22:46  来自 iPhone客户端,吐槽那些小事，大事 过得去且很好，但 小事让人烦造抓狂 . 买 滚布毛 滚子，然后放楼下她用，   再买 放楼上她觉得浪费没必 ，但  依旧买 ，她 用 很好，然后 突然把楼上 放 ，冬天黑色衣服容易粘毛，然后   再买 ， 浪费，楼下 她  用，但  用 没给 呀，于
8890,今天就是天,2024年04月23日 17:35  来自 微博轻享版,真 服    卧龙凤雏 昨天有人抽烟  有人吃榴莲.那么大个 ， 通风，还吃这些真 有病最有病  ， 怀疑  各个领导 管 门然后  搞有味道 东西
8891,foreground,2024年04月23日 17:09  来自 微博网页版,每个工作 ， 们  采用自然通风方式进行通风
8892,不想上班不想自我pua的牛马,2024年04月23日 14:52  来自 iPhone客户端,为什么落地窗上 开个能打开 窗户  像个大蒸屉一点  通风 干 感觉自己被闷成老头油爆虾 又油腻又暴躁，还瞎
8893,辅恒Auto,2024年04月23日 11:37  来自 微博网页版,探索无限可能 辅恒星途驾 卓越商务之旅每一次 驾驶   穿越星河 探索，辅恒“星途”系列商务车演绎尊贵与科技 星际畅行之旅  繁忙 商业世界中，每一次出行 关乎效率与形象 辅恒星途商务车，以卓越品质 前瞻设计与智能科技，倾力打造您 专属移动商务空间，让每一次行程 成为一次舒适 高
8894,鹿鹿鹿鹿鹿鹿韩,2024年04月23日 11:08  来自 HUAWEI Mate 60 Pro,最近 这个工作环境实  太恶劣   又闷又热，没有窗户可以通风 居家 隔壁又 装修吵个 停 真  太崩溃
8895,此间的maybe,2024年04月22日 11:01  来自 Note 10 Pro,风水太差 （ 可能 周末 通风） 玫瑰 管单头多头 被杀  奥拉清荷康乃馨还剩下最后一枝倔强 此品种可反复入手，   容易买到
8896,闪亮的日子_blingbling,2024年04月22日 10:13  来自 iPhone客户端,同事 个怪人， 有味她 开窗通风，永远   开窗户 她好像  爱喝水， 烧好水放 那她  喝 她经常 知道 跟  话还 打电话，经常突然冒出来一句，   知道   和  ，哪怕先叫叫 ，  知道  跟 对话 因为   俩， 俩 聊 到一起去，所以根本 熟哈非
8897,李晓娜13781814488,2024年04月21日 22:08  来自 vivo X27 4800万三摄,Green Earth A tion，  行动 节约用电       号   河南省平顶山市湛河区  做 节约用电 环保活动  事情多，一直忙到晚上九点多  穿上环保马甲，开始 节约用电这样 活动  虽然面积 大，但 用电 地方 挺多    常
8899,大勺希尔德,2024年04月21日 16:18  来自 微博网页版,下午来 扫 地拖 地 又把窗户窗帘 拉开 屋 终于通风  拆 个饭盒快递 正  加班    很喜欢 师兄师弟同门 真幸福 加班 开心
8900,ZZ的小狗日记,2024年04月21日 15:38  来自 iPhone客户端,笑死  哈亚飞哥 非常勤快 大扫除， 久后 闻到 一股很莫名 气味儿（此时   们两个人） 以为然，隔壁  姐来问 们    们屋传 味儿，后来发现勤快 飞哥把洁厕灵和 混合 一起消毒，哈人家 有毒，俺俩狂通风且感觉头晕恶心（ 猜心理作用 总之场面一
8902,楠阿楠___,2024年04月20日 17:55  来自 iPhone客户端,去 🐏 后买 桌面空气净化器 跟 搬家 跑 四五次  打算二手卖掉  结果来新工位发现这帮活爹生病  戴口罩，抽烟 去通风好 地方，直接  点烟  直接放 桌面上，时隔一 ，有 用武之地
8903,安静的小黎,2024年04月19日 23:32  来自 HUAWEI P30 Pro,早上耳石症发作所以没上班，醒来后发现有单位 微信电话， 语音问什么事，她 没事，下周 出差，想把她  钥匙放  们这  既然 们 没去 算 ，她把窗户开一条缝好   非常纳闷，怎么 ，    仆人，    还 去  开窗通风？另 女孩 给 留言 ， 此人 联系 她，她
8904,懒羊羊本羊_ada,2024年04月19日 17:08  来自 iPhone客户端,老 科最吸阳气哦，  病区中间，没阳光， 通风，闷得 死，仿佛 高原上班，而且 还 透明 ，总觉得 们 像动物园  🐒
8906,午夜心碎猪猪10086,2024年04月18日 14:00  来自 微博网页版,b  通风 感觉 嗓子 痛 鼻子 堵 头 昏 md 克
8907,普通用户6294,2024年04月18日 12:20  来自 Hi nova 10,🌧️🌧️🌧️  雨下 很大，上班 那会还 太大， 中小雨 感觉， 还 庆幸自己，原来  能喜欢下雨，没有之前那么厌恶，万分 厌恶， 工地上上班 时候，下雨天真  烦死 ，住 工地上   睡觉，资料员还 上班，妈 ，工地 路，条件好 还没有泥，条件差 踩两脚泥，公交车上面
8911,锦鲤_柠柠檬,2024年04月16日 11:05  来自 HUAWEI P30,天气很闷，还没冷气， 还 通风 热懵 ，脑袋晕晕 ，反应慢半拍 所以张云雷那天 表现 真 真 很好
8915,Bonnie_Rr,2024年04月16日 09:09  来自 iPhone客户端,本来卷帘很好，现 这种，拉上 通风，   窗户  拉吧，晴天到 下午 点以后那阳光很夏威夷，完全没法工作，楼层高紫外线这么强，反正 对新 提 起一丝好感
8922,dannyalecx不器用,2024年05月15日 11:27  来自 HUAWEI P30,感觉 空气特别清新—— 知道 因为开窗通风 关系，还 公司风格突然转向丛林style
8923,没有烧鸭子的魔芋,2024年05月15日 08:21  来自 微博网页版,有些时候 会遇到那样 人，    啥他  阴阳一句真好 ，比如  x安装 真好，   通风真好，   面积真大，特么 ，这种时候  只会回他， 们换  tm这种人 p话
8925,展柜大小姐章娅妮,2024年05月15日 08:03  来自 微博网页版,现 东莞这天气，早上 开空调已经 行 ，  必须得开空调才能静下心来做事，但 到 们展柜厂车间去，又发现车间更加通风加上每个人有大风扇，比 们 还凉快，车间  铁皮房  大平层，太阳没有直射，气温合适，同事工作 比较舒适
8926,HK季风,2024年05月14日 19:57  来自 iPhone 14 Pro Max,深圳这家公司 环境真棒，视野之内绿化特好，别  需 开空调 时候，这家公司开窗通风还很凉快
8927,老七,2024年05月14日 19:11,拍摄结束，好累，主  嗓子还没完全好，声音状态 理想拍完坐 MEGA第二排回  一种 受 点按摩按摩＋通风＋大柏林同级音响＋顶级NVH＋卓越底盘质感，好车
8928,爱吃半块黑巧,2024年05月14日 18:23  来自 iPhone客户端,平時競賽隊訓練 教室 被zzl 小心佔用來上課因為他原先忘記 週二中午這間教室 有用 這件事，於  們 到 四樓通風 連廊那裡練習 趁齋藤老師還沒來， 們先到 幾個  那兒聊天，聊著聊著碰到wyr和另一位老師吃完飯買完咖啡回辦公室，當下頓時鴉雀無聲  知道另外兩個同學認 認識她但
8929,gong_su,2024年05月14日 15:32  来自 微博网页版,西乡即租即用小型 单间，可长租可短租，可做办事处沙井后亭地铁站精装修写字楼 带装修，带隔间，面积大小可分，价格美丽，交通方便 刚创业 企业  新开盘，全新装修，该项目位于宝安大道沙井后亭巨基工业园（ 楼— 楼，户型 - - - - 平方可根据客户需求来定️ 楼上适用于写字楼
8930,写经换鹅,2024年05月14日 14:29  来自 OPPO A58 5G,养驴场建厂规划 大致框架 一 选址 . 选择地势较高 干燥 排水良好 通风透气 地方  . 周边环境安静，远离居民区 工厂等污染源  . 交通便利，便于饲料运输和产品销售 二 厂区布局 .  区 包括  接待室等  . 养殖区 合理划分驴舍，确保有足够 空间  . 饲料储存区
8931,绵羊睡不着也睡不醒_,2024年05月14日 13:26  来自 荣耀60 5G,像以往一样  热个饼， 突然想加个鸡翅，外卖个奥尔良味，好家伙谁知道 这么香 ，瞬间飘满 平  和楼道，每个路人  句好香，  紧急开所有窗通风 样子真狼狈   问 每个人吃 没    吃鸡翅  哪 有洞  走 抱走  奥尔良鸡翅
8932,科技More,2024年05月14日 13:24,现 新车 边座椅 功能越来越多  觉得  椅子 有必 加点功能座椅通风按摩加热，音响麦克风啥  时候 往上整
8933,种下元宝树_要中大奖版,2024年05月14日 12:17  来自 iPhone客户端,草为啥一点素质没有 通风又 好  吃螺蛳粉无语死
8935,九月小窝,2024年05月14日 10:52  来自 微博网页版,这 一篇差点夭折 随笔，最近很多感慨，可 惰性让 提 起精神写下来，但 又怕多 后想 起来 ，人 纪大   这样，又懒又怕遗忘  打起精神记下这些琐事 辰 小升初虽然已经过去一  ，但那种心力交瘁 感觉，至今难以忘记  知道 那时焦虑过度还 真 过  岁身体 开始走下坡路 白
8936,我狠爱吃肥肠,2024年05月14日 10:23  来自 iPhone 13 Pro,病好 来上班 换  有阳光能通风    开森
8938,min2086,2024年05月14日 09:00  来自 小米MIX 2 全面屏手机,四物汤炖乌鸡吃 一周，明显感觉到血足 ，好像身体又穿 一层衣服一样，温暖， 怕风（各种面料 没达到 效果）；练金刚功感觉气足， 用刻意控制 能正心正念， 练功 时候负面认知和情绪占领主导地位，练功以后正心正念占主导地位 练一遍 会出大汗， 开窗通风 很容易 凉 试 一下心 比
8939,阿fa的萝莉啰嗦,2024年05月14日 07:55  来自 iPhone客户端,太阳出来 ，风吹过来凉凉  天气真好，可  属于  上车 到那个光进 来  通风 大 坐  小小 格子间 做些螺丝钉 糟心工作
8941,予诺星遥,2024年05月02日 02:00  来自 HUAWEI P40 Pro 5G,康乃馨 一种常见 花卉，它生长良好，花朵香气浓郁，非常受人们 喜爱，用东北话 ，  嘎嘎美 下面 康乃馨 养殖方法和注意事项 详细知识，包括浇水 种植 温度 土壤 养护 风水等方面 一 浇水  . 康乃馨喜欢湿润 环境， 生长期间 保持土壤湿润，但避免积水和过度浇水  . 每次浇
8944,洛伦兹是左撇子,2024年05月01日 00:35  来自 Android,突然想到林樵松对他那群兄弟那么义气，却 把他们 前程 交付给沈图南  天呢， 小子， 苏区当沈图南下属 时候每天心 爽疯 吧——每天早上第 起来溜进沈图南 给他开窗通风 晾温开水，再给钢笔上满墨水
8945,壹零壹呼叫主机,2024年04月30日 23:27  来自 iPhone 13 mini,哦靠 突然意识到 最近觉得身体精神 太行   因为 新柜子甲醛没散掉  柜子 超级重 味道 因为味道太大所以平时一直关   但位子  柜子旁边 感觉或多或少 还 会有好可怕 怕   嘎  这点工资   太冤 点 这晚点天热 开 空调  更 通风  那 放 柜子  一箱纸还能
